sample_idx,family_curve,allow_curve_fallback_curve,vehicle_name,brand,series,brand_series,grade,years,mileage_wan,city,actual_price,price_seg,age_seg,energy_type,mileage_bucket,price_extreme_bucket,success_curve,error_message_curve,new_price_curve,predicted_price_curve,residual_rate_curve,c2b_low_curve,c2b_high_curve,b2b_low_curve,b2b_high_curve,hit_c2b_curve,hit_b2b_curve,abs_error_curve,abs_pct_error_curve,debug_model_used_curve,debug_model_name_curve,debug_model_type_curve,debug_model_family_curve,debug_final_model_family_curve,debug_requested_model_family_curve,debug_fallback_triggered_curve,debug_fallback_reason_curve,family_lightgbm,allow_curve_fallback_lightgbm,success_lightgbm,error_message_lightgbm,new_price_lightgbm,predicted_price_lightgbm,residual_rate_lightgbm,c2b_low_lightgbm,c2b_high_lightgbm,b2b_low_lightgbm,b2b_high_lightgbm,hit_c2b_lightgbm,hit_b2b_lightgbm,abs_error_lightgbm,abs_pct_error_lightgbm,debug_model_used_lightgbm,debug_model_name_lightgbm,debug_model_type_lightgbm,debug_model_family_lightgbm,debug_final_model_family_lightgbm,debug_requested_model_family_lightgbm,debug_fallback_triggered_lightgbm,debug_fallback_reason_lightgbm
195,curve,True,腾势/腾势D9/2025款 1.5T 自动 DM-i 智驾版 1020 四驱尊荣型,腾势,腾势D9,腾势-腾势D9,优,1.0,1.6969,杭州,29.5,>20万,0-3年,新能源,低里程,极端高价,True,,35.98,24.69,0.6863,27.33,29.36,25.79,27.66,False,False,4.809999999999999,16.305084745762706,car_type,MPV-中大型车-合资,Exponential,curve,curve,curve,False,,lightgbm,False,True,,35.98,23.65,0.6573,25.86,27.74,24.69,26.45,False,False,5.850000000000001,19.830508474576273,car_type,MPV-中大型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
196,curve,True,"中升车源
吉利汽车/帝豪三厢/2016款 1.5 手动 向上版","中升车源
吉利汽车",帝豪三厢,"中升车源
吉利汽车-帝豪三厢",差,9.83,5.4259,广州,0.66,<1万,8-10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
197,curve,True,现代/名图/2014款 1.8 自动 智能型,现代,名图,现代-名图,中,11.58,10.5594,石家庄,1.74,1-3万,>10年,燃油,高里程,中间价,True,,14.98,1.82,0.1213,1.53,1.87,1.6,2.04,True,True,0.08000000000000007,4.5977011494252915,brand_series,现代-名图,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,14.98,2.1,0.1403,1.78,2.18,1.89,2.3,False,False,0.3600000000000001,20.689655172413797,brand_series,现代-名图,LightGBM,lightgbm,lightgbm,lightgbm,False,
198,curve,True,铃木/天语SX4两厢/2013款 1.6 手动 酷锐型,铃木,天语SX4两厢,铃木-天语SX4两厢,优,11.08,10.8453,长春,0.95,<1万,>10年,燃油,高里程,极端低价,True,,7.98,1.04,0.131,0.99,1.09,1.0,1.3,False,False,0.09000000000000008,9.473684210526324,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,7.98,1.02,0.1274,0.96,1.06,0.96,1.26,False,False,0.07000000000000006,7.368421052631585,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
199,curve,True,福特/福克斯两厢/2017款 1.6 自动 风尚型智行版,福特,福克斯两厢,福特-福克斯两厢,优,8.33,9.3258,乌鲁木齐,2.22,1-3万,8-10年,燃油,低里程,中间价,True,,13.88,2.83,0.204,2.84,3.11,2.86,3.32,False,False,0.6099999999999999,27.477477477477468,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,13.88,2.64,0.1903,2.64,2.89,2.67,3.09,False,False,0.41999999999999993,18.918918918918916,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
200,curve,True,比亚迪/海狮07 EV/2025款 610智航版,比亚迪,海狮07 EV,比亚迪-海狮07 EV,中,0.5,0.6597,上海,12.39,10-20万,0-3年,新能源,低里程,极端高价,True,,18.58,10.77,0.5795,9.56,11.14,9.93,11.57,False,False,1.620000000000001,13.07506053268766,car_type,SUV-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,18.58,10.55,0.5678,9.36,10.91,9.73,11.34,False,False,1.8399999999999999,14.850686037126714,car_type,SUV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
201,curve,True,大众/一汽-大众CC/2010款 2.0T 自动 尊贵型,大众,一汽-大众CC,大众-一汽-大众CC,差,15.33,19.0847,天津,1.01,1-3万,>10年,燃油,高里程,中间价,True,,29.48,2.1,0.0712,1.53,1.86,1.62,2.01,False,False,1.09,107.92079207920793,car_type,SUV-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,29.48,1.09,0.037,0.75,0.92,0.8,1.1,False,True,0.08000000000000007,7.920792079207928,car_type,SUV-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
202,curve,True,丰田/RAV4荣放/2016款 2.0L 自动 CVT两驱智尚版 国V,丰田,RAV4荣放,丰田-RAV4荣放,中,7.67,9.6096,苏州,6.29,5-10万,5-8年,燃油,低里程,中间价,True,,19.98,4.98,0.2491,4.34,5.2,4.52,5.41,False,False,1.3099999999999996,20.826709062003175,car_type,SUV-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,19.98,4.57,0.2286,3.98,4.77,4.14,4.97,False,False,1.7199999999999998,27.3449920508744,car_type,SUV-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
203,curve,True,大众/朗逸/2019款 1.5 自动 启航风尚版 国VI,大众,朗逸,大众-朗逸,中,4.92,15.1389,杭州,3.36,3-5万,3-5年,燃油,高里程,中间价,True,,11.19,3.97,0.3547,3.44,4.15,3.59,4.33,False,False,0.6100000000000003,18.154761904761916,brand_series,大众-朗逸,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,11.19,3.76,0.3359,3.26,3.93,3.4,4.1,True,False,0.3999999999999999,11.904761904761903,brand_series,大众-朗逸,LightGBM,lightgbm,lightgbm,lightgbm,False,
204,curve,True,福特/金牛座/2017款 2.0T 自动 EcoBoost245豪华型 改款,福特,金牛座,福特-金牛座,中,8.08,9.8728,哈尔滨,5.2,5-10万,8-10年,燃油,低里程,中间价,True,,24.98,4.81,0.1924,4.19,5.02,4.36,5.23,False,True,0.39000000000000057,7.500000000000011,car_type,轿车-中大型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,24.98,5.55,0.2221,4.85,5.79,5.05,6.02,True,True,0.34999999999999964,6.730769230769224,car_type,轿车-中大型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
205,curve,True,"中升车源
奇瑞/瑞虎3/2016款 1.6 手动 风尚版","中升车源
奇瑞",瑞虎3,"中升车源
奇瑞-瑞虎3",中,9.17,8.6534,东莞,0.65,<1万,8-10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
206,curve,True,"中升车源
现代/领动/2019款 1.4T 自动 炫动活力型","中升车源
现代",领动,"中升车源
现代-领动",优,6.0,5.9625,吉林,3.98,3-5万,5-8年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
207,curve,True,哈弗/哈弗H6/2017款 1.5T 自动 蓝标运动版豪华型前驱,哈弗,哈弗H6,哈弗-哈弗H6,中,8.42,10.7749,北京,2.54,1-3万,8-10年,燃油,高里程,中间价,True,,10.28,1.55,0.1512,1.3,1.59,1.36,1.74,False,False,0.99,38.976377952755904,car_type,SUV-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,10.28,1.63,0.1583,1.36,1.67,1.43,1.83,False,False,0.9100000000000001,35.82677165354331,car_type,SUV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
208,curve,True,AITO 问界/问界M7/2024款 1.5T 自动 智驾四驱Ultra版 6座,AITO 问界,问界M7,AITO 问界-问界M7,中,1.67,2.1948,西安,18.7,10-20万,0-3年,燃油,低里程,极端高价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
209,curve,True,丰田/亚洲龙/2022款 双擎 2.5L 自动 豪华版,丰田,亚洲龙,丰田-亚洲龙,中,3.5,8.9679,惠州,12.13,10-20万,3-5年,燃油,低里程,极端高价,True,,22.68,11.29,0.4977,10.05,11.68,10.42,12.12,False,False,0.8400000000000016,6.9249793899423056,brand_series,丰田-亚洲龙,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,22.68,11.03,0.4861,9.8,11.41,10.17,11.84,False,False,1.1000000000000014,9.068425391591107,brand_series,丰田-亚洲龙,LightGBM,lightgbm,lightgbm,lightgbm,False,
210,curve,True,菲亚特/菲翔/2012款 1.4T 自动 劲享版,菲亚特,菲翔,菲亚特-菲翔,优,11.83,0.0,杭州,0.5,<1万,>10年,燃油,低里程,极端低价,True,,13.88,0.59,0.0426,0.51,0.56,0.45,0.85,False,True,0.08999999999999997,17.999999999999993,brand_series,菲亚特-菲翔,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,13.88,0.61,0.0438,0.53,0.58,0.47,0.87,False,True,0.10999999999999999,21.999999999999996,brand_series,菲亚特-菲翔,LightGBM,lightgbm,lightgbm,lightgbm,False,
211,curve,True,日产/逍客/2012款 2.0 自动 XL火前驱,日产,逍客,日产-逍客,中,11.33,11.7699,深圳,1.97,1-3万,>10年,燃油,高里程,中间价,True,,16.48,1.89,0.1147,1.6,1.95,1.66,2.12,False,True,0.08000000000000007,4.0609137055837605,brand_series,日产-逍客,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,16.48,1.99,0.1206,1.68,2.05,1.75,2.23,True,True,0.020000000000000018,1.0152284263959401,brand_series,日产-逍客,LightGBM,lightgbm,lightgbm,lightgbm,False,
212,curve,True,别克/君威/2014款 2.0 自动 精英时尚型,别克,君威,别克-君威,中,11.5,13.9654,日照,1.8,1-3万,>10年,燃油,高里程,中间价,True,,19.39,1.29,0.0666,1.06,1.3,1.14,1.44,False,False,0.51,28.333333333333332,brand_series,别克-君威,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,19.39,1.37,0.0704,1.13,1.38,1.2,1.52,False,False,0.42999999999999994,23.888888888888886,brand_series,别克-君威,LightGBM,lightgbm,lightgbm,lightgbm,False,
213,curve,True,宝骏/730/2014款 1.5 手动 舒适型7座,宝骏,730,宝骏-730,差,10.33,11.999,滁州,0.8,<1万,>10年,燃油,高里程,极端低价,True,,7.48,0.84,0.1126,0.56,0.69,0.53,0.93,False,True,0.039999999999999925,4.99999999999999,brand_series,宝骏-730,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,7.48,0.92,0.1232,0.62,0.76,0.6,1.0,False,True,0.12,15.0,brand_series,宝骏-730,LightGBM,lightgbm,lightgbm,lightgbm,False,
214,curve,True,"中升车源
大众/速腾/2014款 改款1.6L 手动 舒适型","中升车源
大众",速腾,"中升车源
大众-速腾",差,11.0,7.0494,广州,1.6,1-3万,>10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
215,curve,True,"中升车源
大众/途观/2010款 2.0T 自动 旗舰型四驱","中升车源
大众",途观,"中升车源
大众-途观",中,15.75,24.0533,深圳,1.18,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
216,curve,True,大众/凌渡/2022款 凌渡L 1.4T 自动 280TSI DSG炫辣版,大众,凌渡,大众-凌渡,中,3.58,2.2606,盐城,9.05,5-10万,3-5年,燃油,低里程,中间价,True,,16.99,7.6,0.4474,6.68,7.89,6.96,8.22,False,False,1.450000000000001,16.022099447513824,brand_series,大众-凌渡,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,16.99,7.86,0.4629,6.92,8.16,7.2,8.5,False,False,1.1900000000000004,13.149171270718234,brand_series,大众-凌渡,LightGBM,lightgbm,lightgbm,lightgbm,False,
217,curve,True,丰田/卡罗拉/2017款 改款 1.2T 自动 S-CVT GL,丰田,卡罗拉,丰田-卡罗拉,中,8.0,11.0769,深圳,3.8,3-5万,8-10年,燃油,高里程,中间价,True,,13.68,3.55,0.2594,3.07,3.71,3.21,3.87,False,True,0.25,6.578947368421052,brand_series,丰田-卡罗拉,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,13.68,3.5,0.2556,3.03,3.66,3.16,3.82,False,True,0.2999999999999998,7.894736842105258,brand_series,丰田-卡罗拉,LightGBM,lightgbm,lightgbm,lightgbm,False,
218,curve,True,广汽传祺/传祺GS4/2017款 1.3T 自动 200T G-DCT舒适版前驱,广汽传祺,传祺GS4,广汽传祺-传祺GS4,差,8.67,10.1574,东莞,2.09,1-3万,8-10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
219,curve,True,宝马/iX3/2021款 创领型,宝马,iX3,宝马-iX3,中,5.08,8.5612,沈阳,10.1,10-20万,5-8年,燃油,低里程,极端高价,True,,43.99,13.94,0.3168,12.56,14.5,12.92,14.92,False,False,3.84,38.01980198019802,car_type,SUV-中型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,43.99,14.01,0.3185,12.63,14.58,12.99,15.0,False,False,3.91,38.71287128712871,car_type,SUV-中型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
220,curve,True,"中升车源
长城/M4/2012款 1.5 手动 舒适型","中升车源
长城",M4,"中升车源
长城-M4",差,12.0,7.0261,长春,0.49,<1万,>10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
221,curve,True,福特/锐界/2016款 2.0T 自动 EcoBoost245尊锐型7座四驱,福特,锐界,福特-锐界,中,9.17,13.3093,东莞,5.62,5-10万,8-10年,燃油,高里程,中间价,True,,24.98,4.26,0.1707,3.71,4.46,3.86,4.64,False,False,1.3600000000000003,24.199288256227764,brand_series,福特-锐界,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,24.98,4.94,0.1978,4.31,5.16,4.49,5.37,False,False,0.6799999999999997,12.099644128113873,brand_series,福特-锐界,LightGBM,lightgbm,lightgbm,lightgbm,False,
222,curve,True,比亚迪/驱逐舰05/2024款 荣耀版 1.5L 自动 DM-i 55KM 豪华型,比亚迪,驱逐舰05,比亚迪-驱逐舰05,优,1.58,0.8764,玉林,4.35,3-5万,0-3年,新能源,低里程,中间价,True,,11.78,5.23,0.4441,5.27,5.73,5.48,5.97,False,False,0.8800000000000008,20.229885057471282,brand_series,比亚迪-驱逐舰05,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,11.78,5.24,0.4447,5.27,5.74,5.49,5.98,False,False,0.8900000000000006,20.459770114942543,brand_series,比亚迪-驱逐舰05,LightGBM,lightgbm,lightgbm,lightgbm,False,
223,curve,True,本田/锋范/2015款 1.5 手动 进取版,本田,锋范,本田-锋范,中,9.58,13.9707,武汉,1.2,1-3万,8-10年,燃油,高里程,中间价,True,,8.28,1.67,0.2016,1.4,1.71,1.47,1.87,False,False,0.47,39.166666666666664,brand_series,本田-锋范,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,8.28,1.47,0.1775,1.22,1.5,1.29,1.65,False,False,0.27,22.500000000000004,brand_series,本田-锋范,LightGBM,lightgbm,lightgbm,lightgbm,False,
224,curve,True,"中升车源
纳智捷/优6/2015款 1.8T 自动 魅力升级型","中升车源
纳智捷",优6,"中升车源
纳智捷-优6",优,9.75,7.2319,广州,0.81,<1万,8-10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
225,curve,True,日产/天籁/2013款 2.0 自动 XL舒适版,日产,天籁,日产-天籁,中,12.17,10.4879,揭阳,2.61,1-3万,>10年,燃油,低里程,中间价,True,,17.78,2.11,0.1187,1.79,2.19,1.9,2.31,False,False,0.5,19.157088122605366,brand_series,日产-天籁,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,17.78,2.65,0.1491,2.27,2.76,2.39,2.9,True,True,0.040000000000000036,1.5325670498084305,brand_series,日产-天籁,LightGBM,lightgbm,lightgbm,lightgbm,False,
226,curve,True,"中升车源
别克/英朗三厢/2015款 1.5 自动 15N精英型","中升车源
别克",英朗三厢,"中升车源
别克-英朗三厢",中,10.42,9.0505,沈阳,1.46,1-3万,>10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
227,curve,True,日产/楼兰/2019款 2.5 自动 XL智联豪华版前驱 国VI,日产,楼兰,日产-楼兰,中,7.25,13.0884,北京,6.23,5-10万,5-8年,燃油,高里程,中间价,True,,27.13,6.39,0.2355,5.6,6.65,5.83,6.92,True,True,0.15999999999999925,2.568218298555365,car_type,SUV-中型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,27.13,5.87,0.2163,5.13,6.12,5.35,6.37,False,True,0.3600000000000003,5.778491171749604,car_type,SUV-中型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
228,curve,True,丰田/锐志/2013款 2.5 自动 V尚锐版,丰田,锐志,丰田-锐志,差,10.92,12.8659,杭州,6.12,5-10万,>10年,燃油,高里程,中间价,True,,24.28,4.64,0.1909,3.52,4.2,3.66,4.38,False,False,1.4800000000000004,24.18300653594772,brand_series,丰田-锐志,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,24.28,4.69,0.1933,3.56,4.25,3.71,4.43,False,False,1.4299999999999997,23.36601307189542,brand_series,丰田-锐志,LightGBM,lightgbm,lightgbm,lightgbm,False,
229,curve,True,"中升车源
日产/阳光/2015款 1.5 自动 XE舒适版","中升车源
日产",阳光,"中升车源
日产-阳光",中,9.58,13.5984,广州,1.1,1-3万,8-10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
230,curve,True,马自达/马6阿特兹/2018款 2.0 自动 蓝天豪华版,马自达,马6阿特兹,马自达-马6阿特兹,中,6.75,9.4346,宝鸡,5.97,5-10万,5-8年,燃油,低里程,中间价,True,,16.98,4.55,0.2677,3.96,4.75,4.12,4.95,False,False,1.42,23.785594639865995,car_type,SUV-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,16.98,4.52,0.2663,3.94,4.73,4.1,4.92,False,False,1.4500000000000002,24.28810720268007,car_type,SUV-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
231,curve,True,"中升车源
哈弗/哈弗H6/2013款 1.5T 手动 运动版精英型前驱","中升车源
哈弗",哈弗H6,"中升车源
哈弗-哈弗H6",差,12.25,9.5709,重庆,0.6,<1万,>10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
232,curve,True,起亚/K2三厢/2015款 1.4 手动 GLS,起亚,K2三厢,起亚-K2三厢,差,10.92,13.1066,北京,0.75,<1万,>10年,燃油,高里程,极端低价,True,,7.99,1.12,0.1403,0.78,0.95,0.83,1.13,False,False,0.3700000000000001,49.33333333333334,car_type,轿车-小型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,7.99,1.02,0.1274,0.7,0.85,0.74,1.04,True,True,0.27,36.00000000000001,car_type,轿车-小型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
233,curve,True,"中升车源
奔驰/CLA级 (进口)/2016款 2.0T 自动 CLA260四驱 (进口)","中升车源
奔驰",CLA级 (进口),"中升车源
奔驰-CLA级 (进口)",中,9.75,13.2182,大连,5.14,5-10万,8-10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
234,curve,True,"中升车源
大众/宝来三厢/2016款 1.6 手动 舒适型","中升车源
大众",宝来三厢,"中升车源
大众-宝来三厢",差,9.42,15.6109,天津,1.92,1-3万,8-10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
235,curve,True,东风风光/风光580/2020款 1.5T 手动 豪华型,东风风光,风光580,东风风光-风光580,差,6.08,4.6675,中山,1.81,1-3万,5-8年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
236,curve,True,"中升车源
荣威/350/2013款 1.5 自动 C讯悦版","中升车源
荣威",350,"中升车源
荣威-350",优,12.5,16.683,大连,1.3,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
237,curve,True,斯柯达/晶锐/2011款 1.6 手动 酷黑版,斯柯达,晶锐,斯柯达-晶锐,中,14.33,10.3644,北京,0.34,<1万,>10年,燃油,低里程,极端低价,True,,10.86,0.72,0.0662,0.55,0.68,0.52,0.92,False,False,0.37999999999999995,111.76470588235293,brand_series,斯柯达-晶锐,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,10.86,0.88,0.0814,0.69,0.86,0.68,1.08,False,False,0.54,158.8235294117647,brand_series,斯柯达-晶锐,LightGBM,lightgbm,lightgbm,lightgbm,False,
238,curve,True,"中升车源
别克/君越/2020款 2.0T 自动 652T豪华型","中升车源
别克",君越,"中升车源
别克-君越",中,5.58,6.0585,杭州,7.51,5-10万,5-8年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
239,curve,True,大众/捷达/2012款 1.6 手动 GIF前卫,大众,捷达,大众-捷达,差,13.5,15.7162,哈尔滨,0.6,<1万,>10年,燃油,高里程,极端低价,True,,8.08,0.55,0.0676,0.33,0.41,0.27,0.67,False,True,0.04999999999999993,8.333333333333323,brand_series,大众-捷达,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,8.08,0.53,0.065,0.32,0.39,0.26,0.66,False,True,0.06999999999999995,11.666666666666659,brand_series,大众-捷达,LightGBM,lightgbm,lightgbm,lightgbm,False,
240,curve,True,起亚/索兰托/2016款 2.2T 自动 定制版5座四驱 柴油 国IV (进口),起亚,索兰托,起亚-索兰托,差,9.92,15.6414,长沙,5.08,5-10万,8-10年,燃油,高里程,中间价,True,,11.88,2.1,0.1768,1.53,1.86,1.62,2.01,False,False,2.98,58.661417322834644,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,11.88,1.58,0.1326,1.13,1.37,1.19,1.57,False,False,3.5,68.89763779527559,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
241,curve,True,"中升车源
宝马/3系/2014款 2.0T 自动 320i进取型","中升车源
宝马",3系,"中升车源
宝马-3系",差,11.83,11.6612,杭州,3.44,3-5万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
242,curve,True,哈弗/哈弗H6/2015款 1.5T 手动 运动版精英型前驱 改款,哈弗,哈弗H6,哈弗-哈弗H6,优,9.58,17.664,桂林,1.01,1-3万,8-10年,燃油,高里程,中间价,True,,14.08,1.6,0.1134,1.56,1.72,1.56,1.94,False,False,0.5900000000000001,58.41584158415842,car_type,SUV-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,14.08,0.76,0.0537,0.68,0.75,0.63,1.03,False,True,0.25,24.752475247524753,car_type,SUV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
243,curve,True,"中升车源
日产/逍客/2022款 2.0 自动 XV Prem.豪华版","中升车源
日产",逍客,"中升车源
日产-逍客",优,3.5,4.222,沈阳,5.1,5-10万,3-5年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
244,curve,True,"中升车源
丰田/卡罗拉/2018款 1.2T 自动 GL智享版","中升车源
丰田",卡罗拉,"中升车源
丰田-卡罗拉",差,7.08,2.9045,杭州,3.52,3-5万,5-8年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
245,curve,True,"中升车源
别克/昂科威Plus/2016款 1.5T 自动 20T精英型前驱","中升车源
别克",昂科威Plus,"中升车源
别克-昂科威Plus",差,9.67,15.1283,南京,3.22,3-5万,8-10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
246,curve,True,现代/ix35/2021款 2.0 自动 两驱GLS领先版,现代,ix35,现代-ix35,优,3.33,10.0535,济南,5.5,5-10万,3-5年,燃油,低里程,中间价,True,,13.98,5.95,0.4253,5.98,6.5,6.23,6.77,False,False,0.4500000000000002,8.181818181818185,brand_series,现代-ix35,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,13.98,5.82,0.4163,5.86,6.37,6.1,6.63,False,False,0.3200000000000003,5.818181818181823,brand_series,现代-ix35,LightGBM,lightgbm,lightgbm,lightgbm,False,
